account_id,role,account_number,bank_name,entity_name,is_fraudulent
C_001260,CLIENT,80A66F460,France Bank #424,Corporation #40447,False
C_001261,CLIENT,80A673510,Italy Bank #1275,Corporation #24587,True
C_001262,CLIENT,80A674D10,Netherlands Bank #507,Sole Proprietorship #27044,False
C_001263,CLIENT,80A692BC0,Germany Bank #116,Sole Proprietorship #28659,False
C_001264,CLIENT,80A692C10,Germany Bank #124,Corporation #20614,False
C_001265,CLIENT,80A693970,Germany Bank #62,Corporation #25545,False
C_001266,CLIENT,80A694E30,Spain Bank #1115,Corporation #42766,False
C_001267,CLIENT,80A6A5800,Croatia Bank #36,Corporation #21504,True
C_001268,CLIENT,80A716810,Plateau Bank,Partnership #5333,True
C_001269,CLIENT,80A7475A0,Spain Bank #114,Corporation #12611,True
C_001270,CLIENT,80A79C440,Portugal Bank #128,Partnership #23242,True
C_001271,CLIENT,80A847310,Australia Bank #43,Sole Proprietorship #40518,True
C_001272,CLIENT,80A8E3230,France Bank #984,Partnership #27416,True
C_001273,CLIENT,80A8E65D0,France Bank #52,Sole Proprietorship #27364,True
C_001274,CLIENT,80A9491C0,China Bank #16,Partnership #40234,True
C_001275,CLIENT,80A98C410,Australia Bank #33,Partnership #36506,True
C_001276,CLIENT,80A9E6B10,Australia Bank #20,Corporation #33911,True
C_001277,CLIENT,80AA05290,China Bank #340,Corporation #28308,True
C_001278,CLIENT,80AA1FDC0,China Bank #966,Corporation #28925,False
C_001279,CLIENT,80AA54A80,Australia Bank #596,Partnership #36506,False
C_001280,CLIENT,80AA68C00,Austria Bank #2,Partnership #27322,True
C_001281,CLIENT,80AA89060,Australia Bank #162,Partnership #36506,True
C_001282,CLIENT,80AA959F0,India Bank #25,Corporation #32940,False
C_001283,CLIENT,80AA95A90,UK Bank #94,Sole Proprietorship #34405,False
C_001284,CLIENT,80AA9B110,UK Bank #31,Partnership #50823,False
C_001285,CLIENT,80AA9C990,UK Bank #20,Corporation #32967,False
C_001286,CLIENT,80AA9FE50,UK Bank #56,Corporation #33041,False
C_001287,CLIENT,80AAA1680,UK Bank #6,Corporation #32237,False
C_001288,CLIENT,80AAA1FE0,UK Bank #59,Sole Proprietorship #33895,True
C_001289,CLIENT,80AAA8EA0,UK Bank #6,Corporation #32995,False
C_001290,CLIENT,80AAA9790,UK Bank #4,Corporation #33001,False
C_001291,CLIENT,80AAB0290,UK Bank #30,Sole Proprietorship #47408,True
C_001292,CLIENT,80AAE89D0,Savings Bank of Portsmouth,Individual #21,False
C_001293,CLIENT,80AB54F20,First Bank of Pittsburgh,Sole Proprietorship #16430,False
C_001294,CLIENT,80AB68AA0,Bank of Danbury,Partnership #11001,False
C_001295,CLIENT,80AB6E640,First Bank of Tampa,Sole Proprietorship #14257,False
C_001296,CLIENT,80AB6FF00,Savings Bank of Newbury,Corporation #12445,False
C_001297,CLIENT,80AB70170,Regents Bank,Corporation #40917,False
C_001298,CLIENT,80AB76170,Willows Bancorp,Sole Proprietorship #21965,False
C_001299,CLIENT,80AB76670,First Bank of Arkadelphia,Corporation #40917,False
C_001300,CLIENT,80AB76E40,First Bank of Billings,Partnership #3088,False
C_001301,CLIENT,80AB8A580,Savings Bank of Danbury,Corporation #2129,False
C_001302,CLIENT,80AB8D320,Germany Bank #32,Partnership #26269,True
C_001303,CLIENT,80ABCB960,Italy Bank #4438,Sole Proprietorship #42059,False
C_001304,CLIENT,80ABDD6E0,Germany Bank #214,Corporation #22482,True
C_001305,CLIENT,80AC45000,Australia Bank #844,Individual #95,False
C_001306,CLIENT,80AC45CA0,First Bank of Plattsburg,Corporation #12473,True
C_001307,CLIENT,80AD0E790,Australia Bank #63,Partnership #36506,False
C_001308,CLIENT,80AD0FD80,Australia Bank #314,Corporation #43613,False
C_001309,CLIENT,80AD1E9E0,Japan Bank #0,Partnership #36506,False
C_001310,CLIENT,80AD21810,Australia Bank #18,Corporation #33736,False
C_001311,CLIENT,80AD21BD0,Australia Bank #57,Corporation #34165,False
C_001312,CLIENT,80AD26D80,Australia Bank #25,Corporation #33736,False
C_001313,CLIENT,80AD7E420,India Bank #0,Corporation #33736,False
C_001314,CLIENT,80AD89AE0,Australia Bank #43,Corporation #33736,False
C_001315,CLIENT,80AD8AD30,Australia Bank #314,Corporation #33736,False
C_001316,CLIENT,80AD8D6E0,Australia Bank #39,Corporation #33736,False
C_001317,CLIENT,80AD960E0,Australia Bank #47,Sole Proprietorship #5836,True
C_001318,CLIENT,80ADA1200,Australia Bank #21,Corporation #33736,False
C_001319,CLIENT,80ADA21A0,Australia Bank #50,Partnership #36506,False
C_001320,CLIENT,80ADA21F0,Australia Bank #18,Corporation #33736,False
C_001321,CLIENT,80ADA4090,Australia Bank #63,Partnership #36359,False
C_001322,CLIENT,80ADA5FA0,Australia Bank #27,Partnership #36506,False
C_001323,CLIENT,80ADBB8A0,Australia Bank #83,Partnership #786,True
C_001324,CLIENT,80ADE3B50,Australia Bank #616,Partnership #36506,False
C_001325,CLIENT,80ADFECB0,Bank of Miami,Partnership #16865,False
C_001326,CLIENT,80AE6EAD0,National Bank of Pittsburgh,Partnership #3923,True
C_001327,CLIENT,80AE76620,Sappo Credit Union,Corporation #219,False
C_001328,CLIENT,80AE9A7B0,First Bank of Springfield,Partnership #15229,True
C_001329,CLIENT,80AEBECB0,National Bank of Fort Wayne,Corporation #749,True
C_001330,CLIENT,80AEF57F0,Sunrise Bancorp,Sole Proprietorship #2576,False
C_001331,CLIENT,80AF0C520,Italy Bank #4548,Partnership #27562,False
C_001332,CLIENT,80AF148E0,China Bank #37,Sole Proprietorship #29889,False
C_001333,CLIENT,80AF1A340,China Bank #358,Sole Proprietorship #29875,False
C_001334,CLIENT,80AF1A9D0,China Bank #9,Partnership #31052,False
C_001335,CLIENT,80AF1ABB0,China Bank #40,Sole Proprietorship #29928,False
C_001336,CLIENT,80AF1E150,China Bank #8,Corporation #28914,False
C_001337,CLIENT,80AF1F630,China Bank #38,Sole Proprietorship #29878,True
C_001338,CLIENT,80AF20FD0,China Bank #68,Sole Proprietorship #30151,False
C_001339,CLIENT,80AF24890,China Bank #40,Partnership #31107,False
C_001340,CLIENT,80AF24A20,China Bank #39,Partnership #31121,False
C_001341,CLIENT,80AF25220,China Bank #76,Sole Proprietorship #29653,False
C_001342,CLIENT,80AF84530,Australia Bank #45,Sole Proprietorship #53126,True
C_001343,CLIENT,80AFCBC70,Australia Bank #200,Partnership #36224,False
C_001344,CLIENT,80B061620,Australia Bank #3,Corporation #19190,True
C_001345,CLIENT,80B0C3F40,Australia Bank #17,Partnership #36466,True
C_001346,CLIENT,80B0C3F40,Australia Bank #17,Partnership #36466,True
C_001347,CLIENT,80B0F1830,China Bank #340,Partnership #31078,True
C_001348,CLIENT,80B114B30,China Bank #64,Partnership #30410,False
C_001349,CLIENT,80B114EA0,China Bank #13,Corporation #29340,False
C_001350,CLIENT,80B127240,China Bank #24,Corporation #29408,False
C_001351,CLIENT,80B128E20,China Bank #9,Sole Proprietorship #29979,False
C_001352,CLIENT,80B136B30,China Bank #35,Corporation #47556,True
C_001353,CLIENT,80B13BAF0,China Bank #38,Corporation #28482,False
C_001354,CLIENT,80B142090,China Bank #225,Partnership #30684,False
C_001355,CLIENT,80B169DD0,China Bank #16,Partnership #7052,True
C_001356,CLIENT,80B1BCDA0,China Bank #19,Partnership #30978,False
C_001357,CLIENT,80B2A6480,Australia Bank #30,Corporation #33736,False
C_001358,CLIENT,80B2A7F10,Australia Bank #31,Corporation #33736,False
C_001359,CLIENT,80B2A8910,Australia Bank #17,Corporation #33736,False
C_001360,CLIENT,80B2A9540,Australia Bank #39,Sole Proprietorship #35864,False
C_001361,CLIENT,80B2AB2A0,Australia Bank #248,Partnership #36506,False
C_001362,CLIENT,80B2AC1B0,Australia Bank #3,Sole Proprietorship #44822,False
C_001363,CLIENT,80B2B1B00,Australia Bank #401,Partnership #36506,False
C_001364,CLIENT,80B2BA800,Australia Bank #284,Corporation #33736,False
C_001365,CLIENT,80B2BA8F0,Australia Bank #18,Corporation #33736,False
C_001366,CLIENT,80B3DD4D0,Hilltop Trust Bank,Partnership #15492,True
C_001367,CLIENT,80B434CB0,Spruce Bancorp,Sole Proprietorship #8747,True
C_001368,CLIENT,80B4B2B30,Golden Federal Bank,Corporation #3107,False
C_001369,CLIENT,80B4BEFB0,Hearthstone Bancorp,Partnership #15612,True
C_001370,CLIENT,80B505960,Italy Bank #587,Partnership #49583,False
C_001371,CLIENT,80B507E00,Germany Bank #594,Sole Proprietorship #26723,False
C_001372,CLIENT,80B50ADD0,Germany Bank #137,Sole Proprietorship #26658,True
C_001373,CLIENT,80B50E8E0,Ireland Bank #358,Corporation #24818,False
C_001374,CLIENT,80B5112C0,Spain Bank #992,Corporation #50427,False
C_001375,CLIENT,80B51F710,Netherlands Bank #117,Sole Proprietorship #53233,False
C_001376,CLIENT,80B51FBC0,France Bank #477,Partnership #29701,False
C_001377,CLIENT,80B53CDB0,Ireland Bank #324,Sole Proprietorship #27815,False
C_001378,CLIENT,80B6D5AB0,First Bank of the West,Sole Proprietorship #38795,False
C_001379,CLIENT,80B6DD7B0,Capital Bancorp,Sole Proprietorship #14939,False
C_001380,CLIENT,80B6DF630,Sappo Bank,Partnership #11560,False
C_001381,CLIENT,80B6E4840,Savings Bank of Billings,Sole Proprietorship #6285,False
C_001382,CLIENT,80B6E9F90,Bank of Billings,Sole Proprietorship #45645,False
C_001383,CLIENT,80B6EE020,National Bank of Harrisburg,Sole Proprietorship #12905,False
C_001384,CLIENT,80B6EE780,First Bank of Huron,Partnership #15765,False
C_001385,CLIENT,80B6EE820,First Bank of Tampa,Corporation #14626,False
C_001386,CLIENT,80B7F0DB0,Golden Credit Union,Sole Proprietorship #18339,False
C_001387,CLIENT,80B7F3B20,Savings Bank of Columbus,Sole Proprietorship #14974,True
C_001388,CLIENT,80B809770,Oasis Savings Bank,Partnership #23102,False
C_001389,CLIENT,80B816CB0,Regents Cooperative Bank,Partnership #20616,False
C_001390,CLIENT,80B81F350,The Pine Thrift,Partnership #45429,True
C_001391,CLIENT,80B828DE0,Willows Thrift,Sole Proprietorship #16905,True
C_001392,CLIENT,80B84D250,Germany Bank #322,Sole Proprietorship #25053,False
C_001393,CLIENT,80B850170,Italy Bank #73,Corporation #23717,False
C_001394,CLIENT,80B8557A0,Italy Bank #50,Corporation #25391,False
C_001395,CLIENT,80B855930,Germany Bank #543,Partnership #28365,False
C_001396,CLIENT,80B8799D0,Austria Bank #1979,Partnership #25778,False
C_001397,CLIENT,80B87D050,Germany Bank #57,Corporation #23704,False
C_001398,CLIENT,80B87F590,Savings Bank of Los Angeles,Sole Proprietorship #27065,False
C_001399,CLIENT,80B884600,Germany Bank #93,Partnership #50698,False
C_001400,CLIENT,80B89ED40,The Pine Thrift,Corporation #6174,True
C_001401,CLIENT,80B8AB270,First Bank of Tampa,Sole Proprietorship #45616,True
C_001402,CLIENT,80B8B18B0,National Bank of Tuscon,Sole Proprietorship #47034,True
C_001403,CLIENT,80B8C96C0,Germany Bank #39,Sole Proprietorship #23591,True
C_001404,CLIENT,80B92FEE0,China Bank #225,Partnership #13513,True
C_001405,CLIENT,80B9F0EE0,Portugal Bank #5,Sole Proprietorship #27020,True
C_001406,CLIENT,80BA543E0,Netherlands Bank #113,Partnership #24002,True
C_001407,CLIENT,80BA962E0,Ireland Bank #71,Partnership #27805,True
C_001408,CLIENT,80BAEB110,France Bank #54,Corporation #23215,True
C_001409,CLIENT,80BBC79B0,Bank of Billings,Partnership #15977,True
C_001410,CLIENT,80BC14260,First Bank of Dallas,Partnership #52224,True
C_001411,CLIENT,80BC45050,China Bank #1053,Sole Proprietorship #30431,False
C_001412,CLIENT,80BC7FE90,Belgium Bank #4312,Corporation #23387,False
C_001413,CLIENT,80BCABCA0,Italy Bank #4683,Corporation #21692,False
C_001414,CLIENT,80BD5D6F0,National Bank of Montpelier,Corporation #13367,True
C_001415,CLIENT,80BDAE580,National Bank of Indianapolis,Corporation #16621,False
C_001416,CLIENT,80BDAF6E0,Acme Federal Bank,Sole Proprietorship #15275,False
C_001417,CLIENT,80BDAFB20,Sappo Bancorp,Partnership #16097,False
C_001418,CLIENT,80BDB27A0,National Bank of Indianapolis,Partnership #16114,False
C_001419,CLIENT,80BDB9CE0,National Bank of Indianapolis,Corporation #17559,False
C_001420,CLIENT,80BDBDBD0,Savings Bank of Los Angeles,Corporation #9389,False
C_001421,CLIENT,80BDBE350,National Bank of Tuscon,Sole Proprietorship #18951,False
C_001422,CLIENT,80BDBE750,Heath Savings Bank,Partnership #16110,False
C_001423,CLIENT,80BDC3290,Heath Credit Union,Corporation #12819,False
C_001424,CLIENT,80BDC3DB0,Plandor Trust Bank,Corporation #14538,False
C_001425,CLIENT,80BDC5350,First Bank of Portland,Sole Proprietorship #9600,False
C_001426,CLIENT,80BDD8780,Acme Bancorp,Partnership #22154,False
C_001427,CLIENT,80BDF1060,First Bank of Watertown,Sole Proprietorship #14781,False
C_001428,CLIENT,80BDF12E0,Hilltop Credit Union,Sole Proprietorship #15298,False
C_001429,CLIENT,80BDF1B30,Bank of the West,Corporation #7278,False
C_001430,CLIENT,80BDF43D0,Flagstone Savings Bank,Partnership #3755,False
C_001431,CLIENT,80BDF5360,First Bank of Tampa,Partnership #16137,False
C_001432,CLIENT,80BDF7110,Plandor Savings Bank,Partnership #19270,False
C_001433,CLIENT,80BDF91C0,Arbor Bancorp,Sole Proprietorship #9023,False
C_001434,CLIENT,80BDF9A30,Arbor Federal Bank,Corporation #5241,False
C_001435,CLIENT,80BDFBFF0,Heath Thrift,Partnership #6577,False
C_001436,CLIENT,80BE87020,Canada Bank #26,Partnership #36808,True
C_001437,CLIENT,80BE9B100,UK Bank #208,Sole Proprietorship #41323,True
C_001438,CLIENT,80BEB87E0,Mexico Bank #15,Sole Proprietorship #35956,True
C_001439,CLIENT,80BEF6450,Russia Bank #55,Partnership #33830,True
C_001440,CLIENT,80BF3BF90,France Bank #1181,Sole Proprietorship #53396,True
C_001441,CLIENT,80BF4C160,Slovakia Bank #547,Corporation #20994,True
C_001442,CLIENT,80BF6A470,Bank of Chicago,Sole Proprietorship #1209,False
C_001443,CLIENT,80BF6C070,National Bank of Montpelier,Sole Proprietorship #4469,True
C_001444,CLIENT,80BF76730,First Bank of Billings,Sole Proprietorship #2791,True
C_001445,CLIENT,80BF85A70,Regents Bank,Sole Proprietorship #10859,False
C_001446,CLIENT,80BF9FFC0,Savings Bank of Augusta,Partnership #41485,False
C_001447,CLIENT,80BFD9240,Dawn Community Bank,Corporation #13717,True
C_001448,CLIENT,80BFF4510,Sappo Thrift,Sole Proprietorship #15463,False
C_001449,CLIENT,80BFF6250,Oasis Bank,Sole Proprietorship #15938,False
C_001450,CLIENT,80BFF79D0,Savings Bank of Lacrosse,Corporation #49017,False
C_001451,CLIENT,80BFF9180,Bank of Cleveland,Sole Proprietorship #15468,False
C_001452,CLIENT,80BFFED40,National Bank of Philadelphia,Sole Proprietorship #16710,False
C_001453,CLIENT,80BFFED90,Willows Thrift,Partnership #16319,False
C_001454,CLIENT,80C0036A0,First Bank of Arkadelphia,Sole Proprietorship #15471,False
C_001455,CLIENT,80C007830,Fieldstone Federal Bank,Partnership #116,False
C_001456,CLIENT,80C0458E0,Mexico Bank #8,Partnership #36548,True
C_001457,CLIENT,80C0B9480,Bank of Seattle,Corporation #14533,False
C_001458,CLIENT,80C0D5B50,Golden Thrift,Sole Proprietorship #10613,True
C_001459,CLIENT,80C0F6F20,Acme Cooperative Bank,Partnership #16410,False
C_001460,CLIENT,80C136480,Flagstone Community Bank,Sole Proprietorship #48654,True
C_001461,CLIENT,80C1898B0,Mexico Bank #15,Corporation #5012,True
C_001462,CLIENT,80C208360,First Bank of Los Angeles,Corporation #13813,True
C_001463,CLIENT,80C21E690,Austria Bank #1979,Partnership #39485,True
C_001464,CLIENT,80C23BB00,Spain Bank #4786,Partnership #51332,False
C_001465,CLIENT,80C27C850,First Bank of Tampa,Sole Proprietorship #8965,True
C_001466,CLIENT,80C2BEE90,Bank of Lincoln,Partnership #17421,False
C_001467,CLIENT,80C2C2B10,First Bank of Seattle,Sole Proprietorship #17015,False
C_001468,CLIENT,80C2D6A60,China Bank #43,Partnership #30976,False
C_001469,CLIENT,80C2D7530,China Bank #204,Sole Proprietorship #29706,False
C_001470,CLIENT,80C2DCAE0,Savings Bank of Los Angeles,Partnership #39781,True
C_001471,CLIENT,80C2E3210,China Bank #23,Corporation #28998,False
C_001472,CLIENT,80C2E8200,China Bank #33,Corporation #28930,False
C_001473,CLIENT,80C2E9130,China Bank #30,Sole Proprietorship #29984,False
C_001474,CLIENT,80C2EB670,China Bank #14,Sole Proprietorship #30073,False
C_001475,CLIENT,80C2EDE10,China Bank #105,Sole Proprietorship #29340,False
C_001476,CLIENT,80C2EE380,China Bank #41,Corporation #28893,False
C_001477,CLIENT,80C34BF40,Acme Bank,Sole Proprietorship #18456,False
C_001478,CLIENT,80C39B650,Canada Bank #26,Partnership #36592,True
C_001479,CLIENT,80C3DED30,Japan Bank #102,Partnership #32457,False
C_001480,CLIENT,80C434570,Japan Bank #46,Partnership #32487,False
C_001481,CLIENT,80C434840,Japan Bank #8,Corporation #30358,False
C_001482,CLIENT,80C44D580,Japan Bank #235,Partnership #32492,False
C_001483,CLIENT,80C44D6C0,Japan Bank #49,Corporation #30361,False
C_001484,CLIENT,80C44D850,Japan Bank #55,Corporation #30314,False
C_001485,CLIENT,80C44E0C0,Japan Bank #36,Corporation #29578,False
C_001486,CLIENT,80C460E10,Japan Bank #112,Partnership #32457,False
C_001487,CLIENT,80C465EC0,Japan Bank #58,Corporation #30208,False
C_001488,CLIENT,80C46DE50,Japan Bank #40,Partnership #31646,True
C_001489,CLIENT,80C46E4A0,Japan Bank #67,Partnership #32327,False
C_001490,CLIENT,80C46EB30,Japan Bank #55,Partnership #32463,False
C_001491,CLIENT,80C4762C0,Japan Bank #13,Corporation #30299,False
C_001492,CLIENT,80C4A0B70,Japan Bank #845,Partnership #41240,False
C_001493,CLIENT,80C4CCF20,Japan Bank #148,Partnership #42147,True
C_001494,CLIENT,80C51C390,Savings Bank of Fairfield,Partnership #40869,True
C_001495,CLIENT,80C527330,Spain Bank #992,Sole Proprietorship #23756,True
C_001496,CLIENT,80C54A950,Germany Bank #92,Sole Proprietorship #55147,True
C_001497,CLIENT,80C64E3A0,Australia Bank #0,Corporation #34546,True
C_001498,CLIENT,80C6F48A0,Sappo Bank,Partnership #45448,True
C_001499,CLIENT,80C702290,Sappo Bancorp,Corporation #13956,True
C_001500,CLIENT,80C7075C0,Savings Bank of Lincoln,Partnership #1332,True
C_001501,CLIENT,80C73E400,Germany Bank #662,Corporation #34349,True
C_001502,CLIENT,80C7A4440,Belgium Bank #677,Corporation #41203,True
C_001503,CLIENT,80C7D0E10,Bank of Arkadelphia,Partnership #40740,True
C_001504,CLIENT,80C7F3EF0,Acme Trust Bank,Partnership #44561,True
C_001505,CLIENT,80C7F7E40,Hearthstone Bancorp,Sole Proprietorship #11394,False
C_001506,CLIENT,80C815B70,National Bank of Milford,Partnership #12808,True
C_001507,CLIENT,80C8A8AA0,Germany Bank #179,Partnership #23855,True
C_001508,CLIENT,80C8ACAD0,Belgium Bank #4102,Sole Proprietorship #48792,False
C_001509,CLIENT,80C8BC8F0,Netherlands Bank #4,Sole Proprietorship #27255,True
C_001510,CLIENT,80C8DD220,Belgium Bank #4651,Sole Proprietorship #43710,False
C_001511,CLIENT,80C905A50,Sunrise Credit Union,Corporation #48654,True
C_001512,CLIENT,80C95D120,Sea Bank,Corporation #15193,True
C_001513,CLIENT,80CA21140,Mexico Bank #42,Partnership #10894,True
C_001514,CLIENT,80CA3E3D0,Mexico Bank #37,Partnership #36514,False
C_001515,CLIENT,80CA42A50,Mexico Bank #42,Partnership #36544,False
C_001516,CLIENT,80CA73F10,Mexico Bank #43,Partnership #36544,False
C_001517,CLIENT,80CA79980,Mexico Bank #33,Partnership #36808,False
C_001518,CLIENT,80CA7B170,Sunrise Federal Bank,Partnership #36544,False
C_001519,CLIENT,80CA7BE90,Mexico Bank #0,Partnership #36544,False
C_001520,CLIENT,80CA81EB0,Mexico Bank #42,Partnership #36808,False
C_001521,CLIENT,80CA84380,Mexico Bank #38,Partnership #54158,False
C_001522,CLIENT,80CAE3930,China Bank #29,Corporation #28654,True
C_001523,CLIENT,80CB4E960,UK Bank #40,Corporation #47696,True
C_001524,CLIENT,80CD01840,Brook Community Bank,Sole Proprietorship #3029,True
C_001525,CLIENT,80CD76230,Mexico Bank #37,Partnership #16532,True
C_001526,CLIENT,80CD829F0,Heath Thrift,Partnership #17031,True
C_001527,CLIENT,80CDAB750,Mexico Bank #33,Partnership #36544,True
C_001528,CLIENT,80CE3BE30,Brazil Bank #11,Corporation #34629,True
C_001529,CLIENT,80CE474D0,Brazil Bank #7,Partnership #36818,True
C_001530,CLIENT,80CE74A30,Germany Bank #543,Corporation #1037,True
C_001531,CLIENT,80CE75620,France Bank #192,Partnership #28205,True
C_001532,CLIENT,80CE80760,National Bank of Laramie,Partnership #36817,False
C_001533,CLIENT,80CE8FDA0,National Bank of Laramie,Corporation #18817,True
C_001534,CLIENT,80CF0E190,Brazil Bank #8,Corporation #4198,True
C_001535,CLIENT,80CF647B0,Brazil Bank #19,Sole Proprietorship #36484,False
C_001536,CLIENT,80CF66960,UK Bank #29,Corporation #18817,False
C_001537,CLIENT,80CF669B0,Brazil Bank #9,Corporation #18817,False
C_001538,CLIENT,80CF73810,UK Bank #29,Corporation #49932,False
C_001539,CLIENT,80CFB97A0,Brazil Bank #6,Corporation #18817,False
C_001540,CLIENT,80CFBABF0,Brazil Bank #24,Corporation #34629,False
C_001541,CLIENT,80CFBD9B0,National Bank of Laramie,Corporation #34629,False
C_001542,CLIENT,80CFC4C40,Brazil Bank #12,Partnership #52171,False
C_001543,CLIENT,80CFC8040,Brazil Bank #9,Corporation #18817,False
C_001544,CLIENT,80D051180,Bank of the East,Partnership #17168,True
C_001545,CLIENT,80D05C950,First Bank of Los Angeles,Sole Proprietorship #286,False
C_001546,CLIENT,80D083750,Spain Bank #4718,Partnership #26150,False
C_001547,CLIENT,80D0DE010,National Bank of Providence,Corporation #14399,False
C_001548,CLIENT,80D0DF9D0,National Bank of Springfield,Partnership #15287,False
C_001549,CLIENT,80D0E0B10,Sappo Bancorp,Sole Proprietorship #15682,False
C_001550,CLIENT,80D0ECE10,Savings Bank of Albany,Sole Proprietorship #11443,False
C_001551,CLIENT,80D0F38A0,Plandor Savings Bank,Sole Proprietorship #14958,False
C_001552,CLIENT,80D0F4E10,First Bank of the West,Partnership #998,False
C_001553,CLIENT,80D0F6200,Savings Bank of Montpelier,Sole Proprietorship #4226,False
C_001554,CLIENT,80D0F6FE0,Flagstone Federal Bank,Partnership #17253,False
C_001555,CLIENT,80D229080,Bank of Augusta,Partnership #44201,False
C_001556,CLIENT,80D233DB0,China Bank #8,Partnership #31268,True
C_001557,CLIENT,80D257050,First Bank of Columbus,Sole Proprietorship #9463,False
C_001558,CLIENT,80D257450,National Bank of Montpelier,Sole Proprietorship #9026,False
C_001559,CLIENT,80D25DAA0,National Bank of Arkadelphia,Partnership #1279,False
C_001560,CLIENT,80D281630,Savings Bank of Dallas,Partnership #7960,False
C_001561,CLIENT,80D2B38A0,Flagstone Credit Union,Partnership #6338,False
C_001562,CLIENT,80D2DC7D0,Savings Bank of Topeka,Sole Proprietorship #1572,True
C_001563,CLIENT,80D2EDF30,Spain Bank #4004,Corporation #38534,False
C_001564,CLIENT,80D327360,Sappo Savings Bank,Sole Proprietorship #46996,False
C_001565,CLIENT,80D328960,Savings Bank of Los Angeles,Sole Proprietorship #16595,True
C_001566,CLIENT,80D34F990,Bank of Portland,Sole Proprietorship #12998,False
C_001567,CLIENT,80D3604E0,Sea Bank,Sole Proprietorship #3710,False
C_001568,CLIENT,80D367460,First Bank of Springfield,Sole Proprietorship #3213,False
C_001569,CLIENT,80D36AD70,First Bank of Laramie,Corporation #2057,False
C_001570,CLIENT,80D36B150,First Bank of Los Angeles,Corporation #44442,False
C_001571,CLIENT,80D36CB40,Savings Bank of Columbus,Partnership #12519,False
C_001572,CLIENT,80D36E3B0,National Bank of Harrisburg,Sole Proprietorship #12591,False
C_001573,CLIENT,80D36E6C0,National Bank of Pittsburgh,Sole Proprietorship #8358,False
C_001574,CLIENT,80D3718D0,National Bank of Newport,Sole Proprietorship #16642,False
C_001575,CLIENT,80D372FB0,First Bank of Tuscon,Sole Proprietorship #7277,False
C_001576,CLIENT,80D378200,Bank of Arkadelphia,Partnership #5683,False
C_001577,CLIENT,80D42DCF0,Heath Credit Union,Partnership #49069,True
C_001578,CLIENT,80D454600,First Bank of Los Angeles,Partnership #50620,True
C_001579,CLIENT,80D45D750,Acme Community Bank,Corporation #9078,True
C_001580,CLIENT,80D4AFD60,National Bank of Philadelphia,Partnership #10550,True
C_001581,CLIENT,80D4F8460,Bank of Springfield,Partnership #227,True
C_001582,CLIENT,80D519890,Bank of Montpelier,Corporation #55468,True
C_001583,CLIENT,80D52AE50,Germany Bank #126,Partnership #28284,True
C_001584,CLIENT,80D551FF0,National Bank of Tuscon,Corporation #51724,True
C_001585,CLIENT,80D578C50,Brazil Bank #10,Corporation #38824,True
C_001586,CLIENT,80D634110,Savings Bank of Bridgeport,Corporation #8790,True
C_001587,CLIENT,80D640E90,National Bank of Seattle,Corporation #2887,True
C_001588,CLIENT,80D655A00,First Bank of Tampa,Corporation #43736,True
C_001589,CLIENT,80D65C190,First Bank of Los Angeles,Sole Proprietorship #20916,False
C_001590,CLIENT,80D678DB0,Austria Bank #107,Partnership #39101,True
C_001591,CLIENT,80D6DC9F0,Brazil Bank #22,Corporation #34629,True
C_001592,CLIENT,80D8036D0,Greece Bank #452,Partnership #41099,True
C_001593,CLIENT,80D86A880,Brazil Bank #16,Corporation #18817,True
C_001594,CLIENT,80D8F53F0,National Bank of Miami,Partnership #1074,True
C_001595,CLIENT,80D8F53F0,National Bank of Miami,Partnership #1074,True
C_001596,CLIENT,80D953BD0,Bank of the South,Partnership #17988,False
C_001597,CLIENT,80D954990,First Bank of Omaha,Sole Proprietorship #15408,False
C_001598,CLIENT,80D955860,Italy Bank #304,Partnership #43592,True
C_001599,CLIENT,80D956BB0,Willows Savings Bank,Corporation #15007,False
C_001600,CLIENT,80D95B290,Savings Bank of Fairfield,Sole Proprietorship #8268,False
C_001601,CLIENT,80D95C1E0,National Bank of Boston,Partnership #17994,False
C_001602,CLIENT,80D95EA20,Bank of Augusta,Partnership #853,False
C_001603,CLIENT,80D963A80,Savings Bank of Topeka,Sole Proprietorship #13548,False
C_001604,CLIENT,80D964480,Savings Bank of Huron,Partnership #1954,False
C_001605,CLIENT,80D964D00,Bank of Pittsburgh,Partnership #17993,False
C_001606,CLIENT,80D9A31F0,China Bank #43,Partnership #31099,True
C_001607,CLIENT,80DA34F60,Savings Bank of Indianapolis,Partnership #41583,False
C_001608,CLIENT,80DA6F420,National Bank of the South,Partnership #1894,True
C_001609,CLIENT,80DA83E80,Bank of Omaha,Corporation #17387,False
C_001610,CLIENT,80DA86060,France Bank #75,Sole Proprietorship #27629,False
C_001611,CLIENT,80DA886C0,Netherlands Bank #683,Partnership #29220,False
C_001612,CLIENT,80DA8BD70,France Bank #373,Corporation #20525,False
C_001613,CLIENT,80DA8BF50,Germany Bank #101,Corporation #24929,False
C_001614,CLIENT,80DA8DE20,Germany Bank #261,Corporation #25025,False
C_001615,CLIENT,80DA90000,Italy Bank #82,Corporation #24213,False
C_001616,CLIENT,80DA95FC0,Austria Bank #466,Corporation #24185,False
C_001617,CLIENT,80DA97DD0,Germany Bank #851,Sole Proprietorship #26512,True
